,Mnemonic,SpeciesNANme,OrigiNANlSource,Site,Date,Tag,HeightOfMeasurement,Diameter,Height,CrowNANrea
8352,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,10179,NAN,6,9.94,NAN
8353,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,11695,NAN,3.4,4.94,NAN
8354,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,6620,NAN,2.8,5.96,NAN
8355,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,10385,NAN,2.1,3.3,NAN
8356,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,10363,NAN,2.2,4.72,NAN
8357,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,10378,NAN,3.8,6.9,NAN
8358,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,9355,NAN,3.5,5.53,NAN
8359,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,8853,NAN,4.1,5.05,NAN
8360,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,9827,NAN,2,3.68,NAN
8361,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,2165,NAN,5.3,6.04,NAN
8362,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,47827,NAN,2.5,4.86,NAN
8363,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,10241,NAN,4.6,6.94,NAN
8364,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,9898,NAN,3.4,4.4,NAN
8365,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,11964,NAN,2.7,4.78,NAN
8366,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,6847,NAN,2.8,4.18,NAN
8367,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,10911,NAN,2.6,5.3,NAN
8368,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,47313,NAN,1.6,3.5,NAN
8369,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,11985,NAN,1.5,3.21,NAN
8370,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,9194,NAN,3.2,5.9,NAN
8371,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,9550,NAN,2.9,4.14,NAN
8372,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,46937,NAN,3.5,5,NAN
8373,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,10282,NAN,3.7,6.14,NAN
8374,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,7636,NAN,1.8,3.17,NAN
8375,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,10259,NAN,2.8,4.84,NAN
8376,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,9101,NAN,2,3.36,NAN
8377,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,30,NAN,3.6,7.34,NAN
8378,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,10746,NAN,3.4,5.54,NAN
8379,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,10258,NAN,3.9,6.3,NAN
8380,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,47828,NAN,3.2,3.85,NAN
8381,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,7721,NAN,1.3,2.77,NAN
8382,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,9784,NAN,1.9,3.68,NAN
8383,taline,Talisia nervosa,WrightGigante1998,Gigante,NAN,47649,NAN,3.2,4.48,NAN
8384,talipr,Talisia croatii,WrightBCI2007,BCI50ha,NAN,198835,NAN,9.5,10.62,2.143433269
8385,talipr,Talisia croatii,WrightBCI2007,BCI50ha,NAN,55675,NAN,7.5,5.27,5.207680697
8386,talipr,Talisia croatii,WrightBCI2007,BCI50ha,NAN,137277,NAN,10.9,13.5,1.149901451
8387,talipr,Talisia croatii,WrightBCI2007,BCI50ha,NAN,115108,NAN,10.8,15.24,1.780635482
8388,talipr,Talisia croatii,WrightBCI2007,BCI50ha,NAN,43522,NAN,9,12.19,2.350618163
8389,talipr,Talisia croatii,WrightBCI2007,BCI50ha,NAN,163317,NAN,9.8,12.66,1.405003683
8390,talipr,Talisia croatii,WrightBCI2007,BCI50ha,NAN,72684,NAN,9.1,13.26,2.512479108
8391,termam,TermiNANlia amazonia,WrightBCI2007,BCI50ha,NAN,6173,NAN,68.9,26.40234928,426.5678263
8392,termam,TermiNANlia amazonia,MullerLandauBCI2000,BCI50ha,NAN,161825,NAN,11.2,16.5,NAN
8393,termam,TermiNANlia amazonia,MullerLandauBCI2000,BCI50ha,NAN,6173,NAN,77,31.1,NAN
8394,termam,TermiNANlia amazonia,WrightBCI2007,BCI50ha,NAN,13144,NAN,49.8,24.90548401,144.9622213
8395,termam,TermiNANlia amazonia,MullerLandauBCI2000,BCI50ha,NAN,6018,NAN,91.1,32.7,NAN
8396,termam,TermiNANlia amazonia,WrightBCI2007,BCI50ha,NAN,6018,NAN,85.6,34.13124946,270.0389787
8397,termam,TermiNANlia amazonia,WrightBCI2007,BCI50ha,NAN,4454,NAN,44.3,32.98374233,213.82465
8398,termam,TermiNANlia amazonia,MullerLandauBCI2000,BCI50ha,NAN,147736,NAN,42.5,32.7,NAN
8399,termam,TermiNANlia amazonia,WrightBCI2007,BCI50ha,NAN,4545,NAN,66.6,42.05722237,220.6164591
8400,termam,TermiNANlia amazonia,WrightBCI2007,BCI50ha,NAN,4802,NAN,53.9,28.78931377,303.9216804
8401,termam,TermiNANlia amazonia,MullerLandauBCI2014,BCI50ha,20150820,147736,3,42.5,34.79399872,62.7
8402,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,427321,NAN,4.3,6.69,NAN
8403,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,105384,NAN,5.8,8.27,NAN
8404,termob,TermiNANlia oblonga,WrightBCI2007,BCI50ha,NAN,3682,NAN,65,39.59427088,263.186277
8405,termob,TermiNANlia oblonga,BohlmanBCI1997,BCI50ha,NAN,4293,NAN,38,36.82,96.07273078
8406,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,3682,NAN,66.5,39,NAN
8407,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,272,NAN,48.4,38.7,NAN
8408,termob,TermiNANlia oblonga,BohlmanBCI1997,BCI50ha,NAN,180934,NAN,20.5,17.44,62.49130443
8409,termob,TermiNANlia oblonga,MullerLandauBCI2014,BCI50ha,20150617,3682,5.9,66.5,39.6629982,177
8410,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,141788,NAN,19.2,17.83453047,NAN
8411,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,110867,NAN,4.3,7.35,NAN
8412,termob,TermiNANlia oblonga,BohlmanBCI1997,BCI50ha,NAN,100045,NAN,30.3,25.02,84.29647072
8413,termob,TermiNANlia oblonga,WrightBCI2007,BCI50ha,NAN,3671,NAN,71.3,39.65021222,192.6075898
8414,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,417072,NAN,8.4,11.3,NAN
8415,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,3325,NAN,71.3,36.01142801,NAN
8416,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,3247,NAN,58,29.6,NAN
8417,termob,TermiNANlia oblonga,WrightBCI2007,BCI50ha,NAN,3593,NAN,68.5,30.3724873,243.6168004
8418,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,130572,NAN,14,18.97601686,NAN
8419,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,230,NAN,42.9,32.3,NAN
8420,termob,TermiNANlia oblonga,MullerLandauBCI2014,BCI50ha,20150518,274,6,60.5,41.79700089,314.9
8421,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,141788,NAN,23.8,20.8,NAN
8422,termob,TermiNANlia oblonga,WrightBCI2007,BCI50ha,NAN,4245,NAN,61,25.32166488,386.2914157
8423,termob,TermiNANlia oblonga,MullerLandauBCI2014,BCI50ha,20150518,272,3.2,48.4,38.875,223.7
8424,termob,TermiNANlia oblonga,MullerLandauBCI2014,BCI50ha,20150515,4448,5.8,65.5,34.04199982,320.4
8425,termob,TermiNANlia oblonga,BohlmanBCI1997,BCI50ha,NAN,4448,NAN,73.9,30.91,253.9038324
8426,termob,TermiNANlia oblonga,MullerLandauBCI2014,BCI50ha,20151002,3247,6.3,58,35.68299866,143.2
8427,termob,TermiNANlia oblonga,WrightBCI2007,BCI50ha,NAN,3696,NAN,66.5,45.34699589,367.001072
8428,termob,TermiNANlia oblonga,WrightBCI2007,BCI50ha,NAN,4245,NAN,61,32.16208335,243.7459202
8429,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,170393,NAN,13.7,7.96,NAN
8430,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,120580,NAN,12.4,13.49268992,NAN
8431,termob,TermiNANlia oblonga,MullerLandauBCI2014,BCI50ha,20150603,230,3,42.9,32.81000137,157.6
8432,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,90323,NAN,8.3,12.95623903,NAN
8433,termob,TermiNANlia oblonga,BohlmanBCI1997,BCI50ha,NAN,4245,NAN,60.8,35.55,241.0782804
8434,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,4448,NAN,65.5,34,NAN
8435,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,274,NAN,60.5,38.9,NAN
8436,termob,TermiNANlia oblonga,MullerLandauBCI2000,BCI50ha,NAN,3927,NAN,71.2,32.49527855,NAN
8437,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,9460,NAN,1.4,2.98,NAN
8438,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,6510,NAN,3,4.62,NAN
8439,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7245,NAN,2.8,4.61,NAN
8440,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,9461,NAN,3.1,6.43,NAN
8441,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,3926,NAN,32.7,17.89,NAN
8442,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,4347,NAN,12.1,14.44,NAN
8443,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,46757,NAN,1.3,4.06,NAN
8444,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,11543,NAN,7,9.6,NAN
8445,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,9642,NAN,1.8,3.37,NAN
8446,tet2pa,Tetragastris paNANmensis,SpiroBCI1993,BCI50ha,NAN,107633,NAN,5,7.33,2.323521927
8447,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,8429,NAN,1.3,3.96,NAN
8448,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,3616,NAN,20.9,17.14,NAN
8449,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7410,NAN,1.5,4.33,NAN
8450,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7760,NAN,1,2.2,NAN
8451,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,8268,NAN,10.9,12.81,NAN
8452,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,46967,NAN,1.1,2.8,NAN
8453,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,8133,NAN,1.4,3.6,NAN
8454,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,8368,NAN,1.7,4.17,NAN
8455,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,3614,NAN,32.2,18.91,NAN
8456,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,11393,NAN,1.8,4.94,NAN
8457,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,5502,NAN,15.8,17.94,NAN
8458,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,46988,NAN,2.6,5.4,NAN
8459,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,2565,NAN,33.8,17.81,NAN
8460,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,11215,NAN,1,2.98,NAN
8461,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,11398,NAN,4.2,7.96,NAN
8462,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,11748,NAN,2.9,5.56,NAN
8463,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,11896,NAN,1.5,4.21,NAN
8464,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,6588,NAN,1.8,4.34,NAN
8465,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,47258,NAN,1.6,4.52,NAN
8466,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7257,NAN,1.7,3.48,NAN
8467,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,47537,NAN,2.8,6.12,NAN
8468,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,11710,NAN,1.3,3.92,NAN
8469,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,2325,NAN,4.3,7.94,NAN
8470,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,8094,NAN,2.5,6.4,NAN
8471,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,10408,NAN,6.5,9.74,NAN
8472,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,9888,NAN,2.5,3.97,NAN
8473,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,8090,NAN,1.9,4.8,NAN
8474,tet2pa,Tetragastris paNANmensis,MullerLandauBCI2000,BCI50ha,NAN,7401,NAN,26.3,15.9,NAN
8475,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,47472,NAN,1.4,3.46,NAN
8476,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,8183,NAN,1.9,3.2,NAN
8477,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,10022,NAN,2.8,6.45,NAN
8478,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7406,NAN,1.4,2.63,NAN
8479,tet2pa,Tetragastris paNANmensis,MullerLandauBCI1996,BCI50ha,20000421,443410,1.29,1.425924963,3.8,0.767726705
8480,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,3140,NAN,57.3,23.53,NAN
8481,tet2pa,Tetragastris paNANmensis,MullerLandauBCI2000,BCI50ha,NAN,4537,NAN,37,25.2,NAN
8482,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7177,NAN,1.3,3.3,NAN
8483,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,9846,NAN,2.9,6.46,NAN
8484,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7258,NAN,3.1,6.28,NAN
8485,tet2pa,Tetragastris paNANmensis,MullerLandauBCI2014,BCI50ha,20150312,5223,3.9,76.6,37.95199966,325.5
8486,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,46986,NAN,1.1,3.25,NAN
8487,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,9122,NAN,4.5,3.79,NAN
8488,tet2pa,Tetragastris paNANmensis,MullerLandauBCI2014,BCI50ha,20151004,2270,3.35,49.1,34.92499924,104.5
8489,tet2pa,Tetragastris paNANmensis,MullerLandauBCI2000,BCI50ha,NAN,2270,NAN,49.1,34.5,NAN
8490,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,10511,NAN,1,2.82,NAN
8491,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,5485,NAN,1,2.5,NAN
8492,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,9519,NAN,1.8,3.95,NAN
8493,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,9079,NAN,2.6,5.55,NAN
8494,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,6904,NAN,1.1,3.49,NAN
8495,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,3613,NAN,24,14.66,NAN
8496,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,10899,NAN,2.5,5.04,NAN
8497,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,3010,NAN,60.5,29.65,NAN
8498,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,47109,NAN,1.9,4.48,NAN
8499,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7280,NAN,2.1,3.44,NAN
8500,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,8756,NAN,1.1,2.25,NAN
8501,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7630,NAN,1.6,3.94,NAN
8502,tet2pa,Tetragastris paNANmensis,MullerLandauBCI2000,BCI50ha,NAN,5525,NAN,47.1,21.9,NAN
8503,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,8883,NAN,7.2,12.78,NAN
8504,tet2pa,Tetragastris paNANmensis,MullerLandauBCI1996,BCI50ha,20000219,412643,1.3,1.244707194,3.3,NAN
8505,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7299,NAN,1.7,3.8,NAN
8506,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,46755,NAN,4.9,8.69,NAN
8507,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,10019,NAN,3.5,7.31,NAN
8508,tet2pa,Tetragastris paNANmensis,MullerLandauBCI2000,BCI50ha,NAN,291,NAN,56.2,26.9,NAN
8509,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,5430,NAN,10.9,9.04,NAN
8510,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,3604,NAN,35.5,23.36,NAN
8511,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,8349,NAN,2.3,4.8,NAN
8512,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,8027,NAN,6.5,9.8,NAN
8513,tet2pa,Tetragastris paNANmensis,MullerLandauBCI1996,BCI50ha,20000308,415041,1.3,1.209576785,3,0.993528677
8514,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,3774,NAN,1.3,2.74,NAN
8515,tet2pa,Tetragastris paNANmensis,SpiroBCI1993,BCI50ha,NAN,7288,NAN,31.6,23,92.28868243
8516,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,8184,NAN,1.7,4.5,NAN
8517,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,11207,NAN,4.4,7.16,NAN
8518,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,5962,NAN,15,13.47,NAN
8519,tet2pa,Tetragastris paNANmensis,MullerLandauBCI2014,BCI50ha,20150611,1471,3.1,56.7,26.0720005,239.1
8520,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,9671,NAN,1.9,3.75,NAN
8521,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,6741,NAN,1.5,4.04,NAN
8522,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,11495,NAN,1.3,3.38,NAN
8523,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,6262,NAN,2,4.6,NAN
8524,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7530,NAN,1.2,3.52,NAN
8525,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7191,NAN,3.1,5.67,NAN
8526,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,2031,NAN,54.2,25.43,NAN
8527,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,10233,NAN,1,3.58,NAN
8528,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,10171,NAN,5.5,10.36,NAN
8529,tet2pa,Tetragastris paNANmensis,MullerLandauBCI2000,BCI50ha,NAN,5223,NAN,76.6,35.4,NAN
8530,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,10575,NAN,2.2,5.46,NAN
8531,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,47408,NAN,3.4,7.95,NAN
8532,tet2pa,Tetragastris paNANmensis,MullerLandauBCI1996,BCI50ha,20000212,303327,1.3,1.368854996,2.9,NAN
8533,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,11707,NAN,1.2,2.96,NAN
8534,tet2pa,Tetragastris paNANmensis,SpiroBCI1993,BCI50ha,NAN,107008,NAN,1.9,5.06,0.950331778
8535,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,47004,NAN,5.8,11.02,NAN
8536,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,47813,NAN,1.4,3,NAN
8537,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,2238,NAN,21.7,16.06,NAN
8538,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,2860,NAN,38.9,24.48,NAN
8539,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,6760,NAN,4,7.9,NAN
8540,tet2pa,Tetragastris paNANmensis,SpiroBCI1993,BCI50ha,NAN,166623,NAN,21.7,17.64,72.68420179
8541,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,10721,NAN,2.3,5.74,NAN
8542,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,11192,NAN,1.3,3.08,NAN
8543,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,10900,NAN,5,8.16,NAN
8544,tet2pa,Tetragastris paNANmensis,MullerLandauBCI2000,BCI50ha,NAN,444,NAN,41.6,26.7,NAN
8545,tet2pa,Tetragastris paNANmensis,MullerLandauBCI2000,BCI50ha,NAN,1471,NAN,56.7,27.5,NAN
8546,tet2pa,Tetragastris paNANmensis,MullerLandauBCI1996,BCI50ha,20000210,69238,1.3,1.679868745,1.83,NAN
8547,tet2pa,Tetragastris paNANmensis,MullerLandauBCI1996,BCI50ha,20000224,272869,1.28,1.871522375,5.5,NAN
8548,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7399,NAN,4.5,8.17,NAN
8549,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7285,NAN,3.4,5.08,NAN
8550,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,6844,NAN,4.4,8.38,NAN
8551,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,6846,NAN,1.2,3.28,NAN
8552,tet2pa,Tetragastris paNANmensis,MullerLandauBCI1996,BCI50ha,20000304,283277,1.32,1.516973302,3,1.82605073
8553,tet2pa,Tetragastris paNANmensis,SpiroBCI1993,BCI50ha,NAN,156371,NAN,13.7,8.51,27.15467026
8554,tet2pa,Tetragastris paNANmensis,MullerLandauBCI2014,BCI50ha,20150325,3734,4.35,60.3,31.03700066,55.8
8555,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7328,NAN,1.4,4.15,NAN
8556,tet2pa,Tetragastris paNANmensis,MullerLandauBCI2000,BCI50ha,NAN,5538,NAN,56.5,26.3,NAN
8557,tet2pa,Tetragastris paNANmensis,SpiroBCI1993,BCI50ha,NAN,107340,NAN,8.7,13.73,26.60332075
8558,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,189,NAN,56.5,31.73,NAN
8559,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7088,NAN,1.3,4.74,NAN
8560,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,6259,NAN,1.4,2.69,NAN
8561,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7186,NAN,3.2,5.96,NAN
8562,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,4974,NAN,16,14.44,NAN
8563,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7188,NAN,1.5,3.94,NAN
8564,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,11584,NAN,1.5,2.5,NAN
8565,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,8873,NAN,9.4,11.25,NAN
8566,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,10709,NAN,3.5,7.64,NAN
8567,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,541,NAN,32,22.81,NAN
8568,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7755,NAN,1.3,2.07,NAN
8569,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,2994,NAN,26.4,17.81,NAN
8570,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,8031,NAN,1,2.3,NAN
8571,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7940,NAN,1.1,2.2,NAN
8572,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,9754,NAN,1.1,2.68,NAN
8573,tet2pa,Tetragastris paNANmensis,MullerLandauBCI2014,BCI50ha,20150518,291,1.3,56.2,27.8010006,286.5
8574,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,11822,NAN,1.5,3.71,NAN
8575,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,9747,NAN,1.3,5.5,NAN
8576,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,6388,NAN,1.2,2.12,NAN
8577,tet2pa,Tetragastris paNANmensis,MullerLandauBCI1996,BCI50ha,20000225,3151,1.27,1.164347027,2.4,NAN
8578,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,10141,NAN,1.3,4.08,NAN
8579,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,170,NAN,46.7,19.59,NAN
8580,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,4470,NAN,10.8,10.45,NAN
8581,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,6508,NAN,1.7,2.46,NAN
8582,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,8291,NAN,3,5.9,NAN
8583,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,6329,NAN,2.6,4.06,NAN
8584,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,2387,NAN,1,2.83,NAN
8585,tet2pa,Tetragastris paNANmensis,MullerLandauBCI2000,BCI50ha,NAN,238551,NAN,41.4,25.5,NAN
8586,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,10204,NAN,2.5,6.06,NAN
8587,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,10882,NAN,7,9.98,NAN
8588,tet2pa,Tetragastris paNANmensis,WrightGigante1998,Gigante,NAN,7287,NAN,1.1,3.04,NAN
